"","SpecCode","predator.name","gbif.taxon.id","dietary.niche.width","Cnidaria.other","Anthozoa","Annelida.other","Polychaeta","Clitellata","Mollusca.other","Polyplacophora","Bivalvia","Gastropoda","Cephalopoda","Brachiopoda.other","Arthropoda.other","Ostracoda","Maxillopoda","Malacostraca","Insecta","Echinodermata.other","Ophiuroidea","Echinoidea","Holothuroidea","Chordata.other","Actinopterygii","Chondrichthyes","Amphibia","Reptilia","Aves","Mammalia","Plantae.other","Animalia.other","Marine","Freshwater","DietTroph","DietSeTroph","FoodTroph","FoodSeTroph","gbif.taxon.occ.count","OCClog","DNW","DNWcorr","biome"
"1:2120",6675,"Amblygobius albimaculatus",2378315,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"-1",0,"null","null","null","null",259,5.55682806169954,0.259259259259259,0.140664673320271,"Marine"
"1:2121",6919,"Chrysiptera hemicyanea",2399258,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"-1",0,"null","null","2.43","0.23",195,5.27299955856375,0.0740740740740741,-0.0341005279626433,"Marine"
"1:2122",6920,"Pomacentrus alexanderae",2398313,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"-1",0,"null","null","3.12","0.36",279,5.63121178182137,0.111111111111111,-0.0103660830424957,"Marine"
"1:2123",6922,"Neoglyphidodon thoracotaeniatus",2398576,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"-1",0,"null","null","2.67","0.29",75,4.31748811353631,0.0740740740740741,-0.013649800478928,"Marine"
"1:2124",6923,"Pomachromis richardsoni",2398170,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,"-1",0,"2.96","0.14","null","null",380,5.94017125272043,0.185185185185185,0.0522849685390412,"Marine"
"1:2125",6926,"Choerodon robustus",2382957,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.35","0.39",97,4.57471097850338,0.0740740740740741,-0.0174464810550921,"Marine"
"1:2126",6929,"Halichoeres melanochir",2384089,7,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"3.31","0.22","null","null",665,6.49978704065585,0.259259259259259,0.110783190575421,"Marine"
"1:2127",6933,"Naso minor",5209129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"-1",0,"null","null","2.64","0.29",49,3.89182029811063,0.0740740740740741,-0.00722447386991097,"Marine"
"1:2128",6934,"Pseudanthias pascalus",2387675,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"3.3","null","3.33","0.34",347,5.84932477994686,0.148148148148148,0.0184291856378868,"Marine"
"1:2129",6940,"Plectorhinchus lineatus",2382650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.88","0.59",268,5.59098698051086,0.037037037037037,-0.0828800952090246,"Marine"
"1:2130",6949,"Bathyraja irrasa",2420337,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","null","null",44,3.78418963391826,0.111111111111111,0.0316455606459116,"Marine"
"1:2131",6955,"Halosauropsis macrochir",2405479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.27","0.36",603,6.40191719672719,0.0740740740740741,-0.0718819961950178,"Marine"
"1:2132",6958,"Histiobranchus bathybius",2402835,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","4.16","0.56",171,5.14166355650266,0.0740740740740741,-0.0299112509968335,"Marine"
"1:2133",6960,"Bathylagus antarcticus",2410975,12,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,"-1",0,"null","null","3.12","0.39",3814,8.24643378616036,0.444444444444444,0.203464209217754,"Marine"
"1:2134",6961,"Bathylagus gracilis",2410977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.24","0.39",69,4.23410650459726,0.037037037037037,-0.0494982070903519,"Marine"
"1:2135",6966,"Cyclothone pallida",2347450,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.23","0.36",2215,7.70300768247924,0.0740740740740741,-0.140175197684495,"Marine"
"1:2136",6967,"Cyclothone pseudopallida",2347465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.13","0.28",1743,7.46336304552002,0.037037037037037,-0.161428197194819,"Marine"
"1:2137",6968,"Argyropelecus hemigymnus",2347567,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.06","0.14",4706,8.45659356928731,0.185185185185185,-0.0655625154573657,"Marine"
"1:2138",6972,"Stomias gracilis",2346867,8,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"-1",0,"null","null","null","null",202,5.30826769740121,0.296296296296296,0.186914881611276,"Marine"
"1:2139",6973,"Trigonolampa miriceps",2346999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","4.5","0.8",151,5.01727983681492,0.037037037037037,-0.0634621390884253,"Marine"
"1:2140",6974,"Benthalbella elongata",2401439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","4.03","0.67",126,4.83628190695148,0.037037037037037,-0.0592192018185712,"Marine"
"1:2141",6977,"Arctozenus risso",2401551,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"3.22","null","3.69","0.58",2947,7.98854298273769,0.148148148148148,-0.0814215210996878,"Marine"
"1:2142",6980,"Notolepis coatsi",2401565,10,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"-1",0,"null","null","3","0",2174,7.68432406768116,0.37037037037037,0.157265779190878,"Marine"
"1:2143",6981,"Ceratoscopelus warmingii",2406033,8,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.42","0.53",5652,8.63976474380442,0.296296296296296,0.0351088502347304,"Marine"
"1:2144",6982,"Diaphus hudsoni",2406232,9,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.33","0.52",504,6.22257626807137,0.333333333333333,0.191949899730087,"Marine"
"1:2145",6984,"Electrona antarctica",2405929,13,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,"-1",0,"3.21","0.35","3.14","0.39",5821,8.66922734727174,0.481481481481481,0.218376291406211,"Marine"
"1:2146",6985,"Electrona carlsbergi",2405941,12,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,"-1",0,"null","null","3.24","0.41",432,6.06842558824411,0.444444444444444,0.307425985314175,"Marine"
"1:2147",6986,"Electrona paucirastra",2405948,9,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.25","0.46",157,5.05624580534831,0.333333333333333,0.231793619898028,"Marine"
"1:2148",6987,"Electrona subaspera",2405943,11,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.28","0.49",390,5.96614673912369,0.407407407407407,0.27363624588183,"Marine"
"1:2149",6988,"Gymnoscopelus bolini",2406137,12,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,"-1",0,"null","null","3.29","0.47",168,5.12396397940326,0.444444444444444,0.340984420698714,"Marine"
"1:2150",6989,"Gymnoscopelus braueri",2406143,13,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,"-1",0,"3.22","0.32","3.29","0.42",1153,7.05012252026906,0.481481481481481,0.31069623313541,"Marine"
"1:2151",6990,"Gymnoscopelus nicholsi",2406132,13,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,"-1",0,"3.39","0.33","3.14","0.32",2530,7.83597458172157,0.481481481481481,0.259599517930198,"Marine"
"1:2152",6991,"Gymnoscopelus opisthopterus",2406130,10,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.26","0.4",1581,7.36581283720947,0.37037037037037,0.17874519245108,"Marine"
"1:2153",6992,"Gymnoscopelus fraseri",2406128,10,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","null","null",228,5.42934562895444,0.37037037037037,0.256626968619612,"Marine"
"1:2154",6994,"Gymnoscopelus microlampas",2406136,11,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","3","0",136,4.91265488573605,0.407407407407407,0.309474783576746,"Marine"
"1:2155",6995,"Gymnoscopelus piabilis",2406138,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","null","null",117,4.76217393479776,0.259259259259259,0.164487030968616,"Marine"
"1:2156",6997,"Krefftichthys anderssoni",2405581,12,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,"-1",0,"null","null","3.06","0.19",1038,6.94505106372583,0.444444444444444,0.279442595620416,"Marine"
"1:2157",6998,"Nannobrachium achirus",2405631,9,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"-1",0,"null","null","null","null",562,6.33150184989369,0.333333333333333,0.189145756446808,"Marine"
"1:2158",7000,"Lampanyctus australis",2405995,9,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"3.25","0.35","3.33","0.43",832,6.72383244082121,0.333333333333333,0.177977804438935,"Marine"
"1:2159",7001,"Lampanyctus intricarius",2405640,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.4","0.45",514,6.24222326545517,0.037037037037037,-0.104864537750432,"Marine"
"1:2160",7005,"Protomyctophum parallelum",2406347,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","null","null",313,5.74620319054015,0.259259259259259,0.133362050340075,"Marine"
"1:2161",7006,"Protomyctophum andriashevi",2406363,12,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,"-1",0,"null","null","3.39","0.57",87,4.46590811865458,0.444444444444444,0.354582682030531,"Marine"
"1:2162",7007,"Protomyctophum bolini",2406366,13,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,"-1",0,"3.04","0","3.09","0.26",606,6.40687998606931,0.481481481481481,0.335400355718761,"Marine"
"1:2163",7008,"Protomyctophum choriodon",2406342,10,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","4.2","0.73",48,3.87120101090789,0.37037037037037,0.289415572645709,"Marine"
"1:2164",7010,"Protomyctophum luciferum",2406365,9,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.5","0.61",71,4.26267987704132,0.333333333333333,0.24638960482035,"Marine"
"1:2165",7011,"Protomyctophum normani",2406349,9,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.28","0.49",150,5.01063529409626,0.333333333333333,0.233006925756573,"Marine"
"1:2166",7012,"Protomyctophum tenisoni",2406359,8,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"-1",0,"null","null","null","null",222,5.40267738187228,0.296296296296296,0.183539267307001,"Marine"
"1:2167",7029,"Melanostigma gelatinosum",5209503,8,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"-1",0,"null","null","null","null",388,5.96100533962327,0.296296296296296,0.162696075606186,"Marine"
"1:2168",7038,"Cryothenia peninsulae",2386008,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"3.2","0.37","3.19","0.4",10,2.30258509299405,0.111111111111111,0.052990615098483,"Marine"
"1:2169",7039,"Dissostichus mawsoni",2385955,15,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,"-1",0,"null","null","3.94","0.59",6008,8.70084719344397,0.555555555555556,0.29030905737492,"Marine"
"1:2170",7040,"Gobionotothen acuta",2385914,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","null","null",186,5.2257466737132,0.0740740740740741,-0.0325359000718762,"Marine"
"1:2171",7041,"Gobionotothen gibberifrons",2385907,13,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,"-1",0,"3.26","0.17","3.44","0.46",528,6.26909628370626,0.481481481481481,0.338881540146291,"Marine"
"1:2172",7042,"Gobionotothen marionensis",2385904,6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"-1",0,"null","null","3.22","0.42",78,4.35670882668959,0.222222222222222,0.133939896217383,"Marine"
"1:2173",7045,"Lepidonotothen squamifrons",2385882,18,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,"-1",0,"null","null","3.45","0.58",5834,8.67145815042767,0.666666666666667,0.403413261846711,"Marine"
"1:2174",7049,"Pagothenia borchgrevinki",2385946,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.22","0.34",743,6.61069604471776,0.222222222222222,0.0706110668150283,"Marine"
"1:2175",7051,"Paranotothenia magellanica",2385936,9,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","null","null",476,6.16541785423142,0.333333333333333,0.193501176048706,"Marine"
"1:2176",7053,"Trematomus bernacchii",2385986,17,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,"-1",0,"3.39","0.1","3.420000076","0.5036",3865,8.25971696102152,0.62962962962963,0.388069825663827,"Marine"
"1:2177",7054,"Trematomus eulepidotus",2385972,11,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,"-1",0,"3.35","0.103","3.29","0.41",2061,7.63094658089046,0.407407407407407,0.19766511110458,"Marine"
"1:2178",7055,"Trematomus hansoni",2385967,15,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,"-1",0,"null","null","3.37","0.54",1446,7.27655640271871,0.555555555555556,0.370159467329728,"Marine"
"1:2179",7056,"Trematomus lepidorhinus",2385996,11,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"3.81","0.24","3.3","0.4",590,6.38012253689976,0.407407407407407,0.261999109568633,"Marine"
"1:2180",7057,"Trematomus loennbergii",2385993,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,"-1",0,"null","null","3.33","0.48",543,6.29710931993394,0.259259259259259,0.115941859994123,"Marine"
"1:2181",7058,"Trematomus newnesi",2385982,11,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"-1",0,"3.21","0.204","3.06","0.32",916,6.82001636467413,0.407407407407407,0.248273761174416,"Marine"
"1:2182",7059,"Trematomus nicolai",2385983,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.56","0.53",597,6.3919171133926,0.222222222222222,0.0765177256404947,"Marine"
"1:2183",7060,"Trematomus pennellii",2385964,13,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"-1",0,"3.34","0.17","3.46","0.47",879,6.77878489768518,0.481481481481481,0.324041844051115,"Marine"
"1:2184",7062,"Trematomus tokarevi",2385991,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.17","0.41",61,4.11087386417331,0.0740740740740741,-0.0106642379212686,"Marine"
"1:2185",7064,"Artedidraco lonnbergi",7193084,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.22","0.46",168,5.12396397940326,0.148148148148148,0.0446881244024178,"Marine"
"1:2186",7065,"Artedidraco mirus",2386515,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.2","0.43",79,4.36944785246702,0.222222222222222,0.13375798767741,"Marine"
"1:2187",7066,"Artedidraco orianae",2386514,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.21","0.45",150,5.01063529409626,0.185185185185185,0.0848587776084245,"Marine"
"1:2188",7069,"Dolloidraco longedorsalis",2386543,9,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.15","0.38",339,5.82600010738045,0.333333333333333,0.204461724451872,"Marine"
"1:2189",7070,"Histiodraco velifer",2386508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.2","0.4",112,4.71849887129509,0.037037037037037,-0.0569193152136899,"Marine"
"1:2190",7079,"Pogonophryne marmorata",2386522,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.26","0.49",69,4.23410650459726,0.0740740740740741,-0.0124611700533148,"Marine"
"1:2191",7085,"Pogonophryne scotti",2386525,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.47","0.53",248,5.51342874616498,0.185185185185185,0.0682614830766222,"Marine"
"1:2192",7091,"Harpagifer kerguelensis",2389442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","null","null",40,3.68887945411394,0.037037037037037,-0.040730128495899,"Marine"
"1:2193",7092,"Harpagifer spinosus",2389447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","null","null",56,4.02535169073515,0.037037037037037,-0.0464023110310964,"Marine"
"1:2194",7099,"Cygnodraco mawsoni",2393137,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","4.13","0.73",181,5.19849703126583,0.185185185185185,0.0794487637044823,"Marine"
"1:2195",7100,"Gerlachea australis",2393129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.29","0.53",149,5.00394630594546,0.037037037037037,-0.0631168102338405,"Marine"
"1:2196",7101,"Gymnodraco acuticeps",2393139,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"-1",0,"null","null","4.18","0.73",414,6.02586597382531,0.259259259259259,0.123556301665726,"Marine"
"1:2197",7102,"Parachaenichthys charcoti",2393126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-1",0,"4.18","0.65","null","null",110,4.70048036579242,0.0740740740740741,-0.0195571858752342,"Marine"
"1:2198",7103,"Parachaenichthys georgianus",2393124,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"4.04","0.55","3.8","0.62",104,4.64439089914137,0.222222222222222,0.1295640093092,"Marine"
"1:2199",7104,"Prionodraco evansii",2393150,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"3.29","0.26","3.26","0.44",363,5.89440283426485,0.148148148148148,0.0168255375677189,"Marine"
"1:2200",7105,"Psilodraco breviceps",2393122,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.2","0.4",55,4.00733318523247,0.222222222222222,0.139063348253582,"Marine"
"1:2201",7106,"Racovitzia glacialis",2393135,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3","0",194,5.26785815906333,0.185185185185185,0.077183792500036,"Marine"
"1:2202",7109,"Chionodraco hamatus",2389952,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,"-1",0,"null","null","3.59","0.53",1384,7.23273313617761,0.296296296296296,0.113897670398944,"Marine"
"1:2203",7110,"Chionodraco myersi",2389950,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","3.85","0.62",949,6.85540879860993,0.0740740740740741,-0.0866075342024643,"Marine"
"1:2204",7111,"Cryodraco antarcticus",2389941,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"-1",0,"null","null","3.57","0.53",516,6.24610676548156,0.111111111111111,-0.0308920871183974,"Marine"
"1:2205",7113,"Neopagetopsis ionah",2389937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.42","0.48",274,5.61312810638807,0.037037037037037,-0.0837388222169217,"Marine"
"1:2206",7114,"Pagetopsis macropterus",2389932,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"-1",0,"null","null","4.11","0.7",228,5.42934562895444,0.111111111111111,-0.00263229063964757,"Marine"
"1:2207",7117,"Paradiplospinus gracilis",2397784,9,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"-1",0,"4.5","0.74","3.95","0.59",870,6.76849321164863,0.333333333333333,0.176298738829922,"Marine"
"1:2208",7118,"Icichthys australis",2398116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","null","null",353,5.8664680569333,0.037037037037037,-0.0932972882288176,"Marine"
"1:2209",7119,"Achiropsetta tricholepis",2409009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.37","0.58",36,3.58351893845611,0.037037037037037,-0.0387850243892102,"Marine"
"1:2210",7121,"Mancopsetta maculata",5712308,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.66","0.54",158,5.06259503302697,0.111111111111111,0.00939739816782664,"Marine"
"1:2211",7122,"Neoachiropsetta milfordi",2409001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","3.91","0.62",1731,7.45645455517621,0.0740740740740741,-0.123909834039941,"Marine"
"1:2212",7125,"Notomuraenobathys microcephalus",5961614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.4","0.45",9,2.19722457733622,0.037037037037037,-0.0209952309081283,"Marine"
"1:2213",7126,"Muraenolepis microps",2415422,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"3.4","0.35","3.41","0.46",148,4.99721227376411,0.259259259259259,0.159277756472438,"Marine"
"1:2214",7127,"Muraenolepis orangiensis",2415421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.4","0.45",42,3.73766961828337,0.037037037037037,-0.041607755640604,"Marine"
"1:2215",7131,"Coelorinchus fasciatus",2416044,7,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"3.86","0.221","3.56","0.47",9390,9.14740057220231,0.259259259259259,-0.0459129725908693,"Marine"
"1:2216",7132,"Coelorinchus marinii",2416404,8,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"4.21","0.28","3.28","0.39",127,4.84418708645859,0.296296296296296,0.199873756570639,"Marine"
"1:2217",7136,"Cynomacrurus piriei",2416534,8,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"-1",0,"null","null","3.44","0.4",277,5.62401750618734,0.296296296296296,0.175098070350456,"Marine"
"1:2218",7138,"Macrourus holotrachys",5215141,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.71","0.64",1375,7.22620901010067,0.259259259259259,0.0773017659272289,"Marine"
